DATE,CPIAUCSL,CPI_Change
2023-04-01,303.032,0.8909427479391052
2023-05-01,303.365,0.6155703478171404
2023-06-01,304.003,0.7486478604379787
2023-07-01,304.628,0.526677050608515
2023-08-01,306.187,0.9302325581395321
2023-09-01,307.288,1.0805814416305237
2023-10-01,307.531,0.9529655842535956
2023-11-01,308.024,0.599960155068624
2023-12-01,308.742,0.47317174767644854
2024-01-01,309.685,0.7004171937138093
2024-02-01,311.054,0.9836895826299097
2024-03-01,312.23,1.1297458719578213
2024-04-01,313.207,1.137284660219251
2024-05-01,313.225,0.6979495521677981
2024-06-01,313.049,0.262306632930831
2024-07-01,313.534,0.10440379685001666
2024-08-01,314.121,0.28605634926968104
2024-09-01,314.686,0.5229213318042936
2024-10-01,315.454,0.612373777644537
